"Employee Number","First Name","Last Name","Department Name"
10455,Sverrir,Streng,Sales
10458,Gina,Engelmann,Sales
10461,Gal,Karcich,Sales
10463,Ung,Zaiane,Sales
10468,Yoshimitsu,Shobatake,Sales
10472,Salvador,Lodder,Sales
10490,Huiqun,Vuskovic,Sales
10493,Maris,Haraldson,Sales
10499,Maik,Luft,Sales
10504,Xiong,Varker,Sales
10505,Isamu,Auria,Sales
10509,Abdelwaheb,Riesenhuber,Sales
10510,Keung,Slobodova,Sales
10515,Raimond,Kirkerud,Sales
10517,Tiina,Speek,Sales
10521,Kwangsub,Setia,Sales
10525,Yuchang,Lunt,Sales
10532,Mary,Wossner,Sales
10533,Mohamadou,Smailagic,Sales
10536,Yechiam,Sambasivam,Sales
10537,Stella,Benzmuller,Sales
10539,Yucel,Reinhard,Sales
10541,Godehard,Eiter,Sales
10548,Ramalingam,Gunderson,Sales
10555,Vitaly,Picci,Sales
10559,Arumugam,Comellas,Sales
10561,Serge,Joslin,Sales
10567,Dietrich,Journel,Sales
10568,Gao,Poulakidas,Sales
10570,Alassane,Morrin,Sales
10573,Tetsushi,Speel,Sales
10592,Almudena,Alvarado,Sales
10596,Sanjit,Coors,Sales
10597,Lucien,Schaad,Sales
10600,Emran,Rettelbach,Sales
10603,Wayne,Restivo,Sales
10616,Tommaso,Marwedel,Sales
10619,Vivian,Kusakabe,Sales
10629,Lalit,Francisci,Sales
10633,Sorina,Herber,Sales
10637,Heejo,Frolund,Sales
10638,Jenwei,Borovoy,Sales
10640,Anneke,Meszaros,Sales
10644,Pranas,Benaini,Sales
10655,Remko,Dalton,Sales
10670,Shunichi,McAffer,Sales
10681,Florina,Garnier,Sales
10692,Larisa,Bage,Sales
10701,Hyuncheol,Zolotykh,Sales
10705,Hironobu,Wynblatt,Sales
10710,Sorina,Kermarrec,Sales
10725,Garnet,Isard,Sales
10744,Yaghout,Syang,Sales
10754,Chenyi,Feinberg,Sales
10765,Goetz,Norsworthy,Sales
10767,Monique,Doering,Sales
10770,Bedir,Perry,Sales
10788,Frazer,Ullian,Sales
10795,Supot,Naudin,Sales
10804,Terresa,Benantar,Sales
10807,Munehiro,Zallocco,Sales
10810,Lijie,Lunn,Sales
10813,Shalesh,Shumilov,Sales
10814,Nidapan,Dymetman,Sales
10817,Uri,Rullman,Sales
10828,Godehard,Gammage,Sales
10832,Hidde,Bergere,Sales
10836,Jianhua,Leivant,Sales
10837,Chuanti,Karlin,Sales
10855,Kwangho,Reinhart,Sales
10857,Fusako,Stenning,Sales
10862,Zhenbing,Kadhim,Sales
10864,Elliott,Spieker,Sales
10865,Danco,Etalle,Sales
10876,Vincent,Papastamatiou,Sales
10878,Lakshmi,Deville,Sales
10885,Rayond,Cronau,Sales
10889,Cheong,Coors,Sales
10890,Ramzi,Furudate,Sales
10895,Vishwani,Petersohn,Sales
10897,Arno,Kumaresan,Sales
10906,Munehiro,Carrere,Sales
10914,Mizuhito,Prochazka,Sales
10922,Kyoichi,Wossner,Sales
10923,Younwoo,Maquelin,Sales
10924,Hironoby,Atchley,Sales
10953,Jahangir,Laventhal,Sales
10955,Urs,Danley,Sales
10957,Duke,Schnabel,Sales
10959,Kerryn,Vigier,Sales
10960,Billur,Braunschweig,Sales
10962,Naraig,Kugler,Sales
10965,Eckart,Braunschweig,Sales
10968,Lakshmi,Kolinko,Sales
10977,Toong,Murrill,Sales
10981,Sugwoo,Dulin,Sales
10996,Matk,Rahimi,Sales
10998,Marlo,Kandlur,Sales
11002,Bluma,Ulupinar,Sales
11008,Gennady,Menhoudj,Sales
11009,Alper,Axelband,Sales
11015,Jeanna,Riesenhuber,Sales
11022,Apostol,Pintelas,Sales
11023,Yifei,Driscoll,Sales
11024,Manton,Collavizza,Sales
11029,Georgi,Itzfeldt,Sales
11030,Kwan,Hellwagner,Sales
11044,Elvia,Cherinka,Sales
11048,Jaques,Demke,Sales
11049,Gift,Apsitis,Sales
11055,Shaleah,Neiman,Sales
11056,Palash,Speel,Sales
11057,Adly,Vural,Sales
11060,Genevieve,Pokrovskii,Sales
11061,Pintsang,Erni,Sales
11086,Yishai,Dalphin,Sales
11089,Conal,Henders,Sales
11092,Narain,Stamatiou,Sales
11097,Jovan,Rissanen,Sales
11099,Woody,Spataro,Sales
11102,Bernardo,Carrera,Sales
11109,Chinho,Stamatiou,Sales
11120,Masato,Curless,Sales
11124,Gladys,Porenta,Sales
11144,Carrsten,Heinisuo,Sales
11146,Ishfaq,Masand,Sales
11149,Domenico,Imataki,Sales
11150,Geraldo,Garigliano,Sales
11155,Moon,Yetto,Sales
11159,Becky,Schlenzig,Sales
11163,Djenana,Huttel,Sales
11164,Alain,Limongiello,Sales
11168,Shmuel,Tetzlaff,Sales
11172,Kristian,Sudkamp,Sales
11189,Dante,Bodoff,Sales
11190,Saeko,Mellouli,Sales
11197,Tadahiro,Fordan,Sales
11198,Leif,Gini,Sales
11205,Tayeb,Ebeling,Sales
11206,Steen,Sury,Sales
11212,Teruyuki,Peternell,Sales
11214,Elgin,Ibel,Sales
11222,Yishai,Neimat,Sales
11226,Margareta,Akiyama,Sales
11237,Brendon,Salinas,Sales
11239,Gurbir,Kenevan,Sales
11241,Yolla,Clemencon,Sales
11248,Uinam,Tsukuda,Sales
11254,Danel,Rindone,Sales
11256,Gudjon,Ratzlaff,Sales
11259,Amalendu,Gronowski,Sales
11269,Garnik,Slutz,Sales
11271,Hidde,Rajaraman,Sales
11272,Frederique,Molenkamp,Sales
11282,Josyula,Schaad,Sales
11286,Joydip,Gini,Sales
11288,Domenico,Eastman,Sales
11302,Shem,Senzako,Sales
11306,Subhankar,Reeken,Sales
11307,Mohd,Dratva,Sales
11310,Jianhua,Swab,Sales
11315,Neven,Meriste,Sales
11318,Gopalakrishnan,Unno,Sales
11328,Xiong,Ferriere,Sales
11329,Limsoon,McConalogue,Sales
11334,Yurij,Vural,Sales
11338,Kwangsub,Hanratty,Sales
11344,Paddy,Gulak,Sales
11353,Utpal,Berztiss,Sales
11359,Subhrajyoti,Jayawardene,Sales
11360,Fen,Schach,Sales
11372,Susanta,Vilarrasa,Sales
11377,Dayanand,Rosti,Sales
11389,Ronnie,Provine,Sales
11401,Huan,Merey,Sales
11402,Freyja,Brizzi,Sales
11412,Werner,Demeyer,Sales
11427,Haldun,Iisaka,Sales
11429,Nagui,Kaminger,Sales
11430,Georgi,Klassen,Sales
11441,Marlo,Aingworth,Sales
11443,Szabolcs,Nivat,Sales
11468,Navin,Maksimenko,Sales
11472,Constantino,Ghandeharizadeh,Sales
11478,Nidapan,Ginneken,Sales
11480,Masoud,Itschner,Sales
11482,Uri,Deverell,Sales
11483,Zine,Mateescu,Sales
11484,Holgard,Siepmann,Sales
11486,Itzchak,Ramaiah,Sales
11493,Shen,Sevcikova,Sales
11495,Shin,Barriga,Sales
11506,Rance,Picel,Sales
11515,Ulf,Basawa,Sales
11519,Halsur,Chinen,Sales
11521,Eldridge,Eastman,Sales
11530,Oscar,Jarecki,Sales
11535,Aemilian,Ohori,Sales
11537,DAIDA,Pehl,Sales
11546,Duro,Vuskovic,Sales
11547,Kyoichi,Flexer,Sales
11552,Tommaso,Ferretti,Sales
11556,Masasuke,Hashii,Sales
11557,Candido,Pesch,Sales
11567,Teiji,Mitzlaff,Sales
11579,Jinxi,Merel,Sales
11586,Shridhar,Orsini,Sales
11594,Pradeep,Butner,Sales
11601,Erez,Ritzmann,Sales
11609,Sigeru,Marrakchi,Sales
11611,Annemarie,Mateescu,Sales
11615,Shem,Isaak,Sales
11618,Gian,Juneja,Sales
11619,Taiji,Ozeki,Sales
11621,Ottavia,Baaleh,Sales
11632,Baoqiu,Bach,Sales
11659,Tremaine,Pileggi,Sales
11660,Gill,Stenning,Sales
11662,Mokhtar,Hofting,Sales
11663,Maria,Trumbly,Sales
11664,Oksana,Brizzi,Sales
11666,Uno,Chimia,Sales
11668,Hiroyasu,Wursthorn,Sales
11671,Pranjal,Babu,Sales
11672,Munir,Businaro,Sales
11680,Aral,Iwayama,Sales
11688,Denis,Coullard,Sales
11696,Dante,Rothe,Sales
11698,Arun,Azevdeo,Sales
11706,Tesuya,Remmers,Sales
11708,Chenye,Angot,Sales
11715,Arnd,Albarhamtoshy,Sales
11717,Mona,Chaudhury,Sales
11718,Richard,Marshall,Sales
11720,Abdulla,Heusch,Sales
11723,Halsur,Bauknecht,Sales
11728,Serge,Makrucki,Sales
11729,Xiong,Engberts,Sales
11730,Tzu,Delaune,Sales
11740,Isaac,Pero,Sales
11746,Koichi,Marrakchi,Sales
11747,Aksel,Kossowski,Sales
11753,Fayez,Nishimukai,Sales
11773,Naftaly,Lorys,Sales
11781,Tua,Pluym,Sales
11785,Hongzhu,Kalsbeek,Sales
11797,Chenxi,Thambidurai,Sales
11801,Tommaso,Dayang,Sales
11811,Herb,Boissier,Sales
11813,Gita,Muhlberg,Sales
11817,Niranjan,Markovitch,Sales
11828,Mikhail,Paciorek,Sales
11830,Maya,Snedden,Sales
11838,Taiji,Nitta,Sales
11840,Jayson,Hofman,Sales
11849,Chenye,Homond,Sales
11850,Bikash,Maginnis,Sales
11852,Zhongwei,Yurek,Sales
11857,Divier,Farrag,Sales
11859,Ipke,Muhlberg,Sales
11873,Venkatesan,Reeken,Sales
11874,Baoqiu,Motley,Sales
11880,Akeel,Esposito,Sales
11881,Arra,Staelin,Sales
11882,Zhonghua,Manders,Sales
11884,Patricia,Moehrke,Sales
11890,Remmert,Kirkerud,Sales
11892,Tesuro,Lorys,Sales
11897,Cordelia,Setlzner,Sales
11904,DeForest,Flasterstein,Sales
11908,Candida,Iisaku,Sales
11927,Mana,Aingworth,Sales
11936,Oddvar,Jonsson,Sales
11941,Gaurav,Cyre,Sales
11946,Charlene,Maraist,Sales
11947,Kiyomitsu,Lortz,Sales
11961,Sumant,Birdsall,Sales
11962,Niranjan,Erde,Sales
11964,Tzu,Norsworthy,Sales
11966,Poornachandra,Rotem,Sales
11969,Sibyl,Lorcy,Sales
11980,Yechezkel,Pews,Sales
12011,Zhilian,Coorg,Sales
12012,Syozo,Zolotykh,Sales
12013,Baziley,Vidya,Sales
12026,Moon,Pleszkun,Sales
12034,Aemilian,Piazza,Sales
12036,Mads,Ratzlaff,Sales
12046,Xiong,Ranum,Sales
12054,Odysseas,Braccini,Sales
12067,Doowon,Kalsbeek,Sales
12076,Karlis,Siprelle,Sales
12080,Panayotis,Feinberg,Sales
12082,Xinan,Yamaashi,Sales
12097,Mostafa,Serdy,Sales
12098,Pranay,Eugenio,Sales
12099,Nobuyoshi,Kuzuoka,Sales
12100,Nevio,Beznosov,Sales
12102,Aron,Erde,Sales
12113,Larisa,DeMori,Sales
12119,Sachin,Peot,Sales
12128,Yannik,Barreiro,Sales
12129,Hairong,Isaac,Sales
12146,Urs,Garnick,Sales
12149,Suebskul,Grandbois,Sales
12160,Aamer,Garrabrants,Sales
12178,Miyeon,Chinal,Sales
12184,Chenxi,Zhang,Sales
12189,Berni,Redmiles,Sales
12199,Huan,Poupard,Sales
12213,Kwangho,Brizzi,Sales
12224,Nikolaus,Lenart,Sales
12225,Yongqiao,Narahara,Sales
12229,Howell,Pfau,Sales
12232,Subhankar,Ratnakar,Sales
12234,Miomir,Rosar,Sales
12235,Honesty,Haumacher,Sales
12237,Chikara,Ballarin,Sales
12253,Amabile,Gimarc,Sales
12259,Juichirou,Hofting,Sales
12261,Udi,Hardjono,Sales
12273,Jaideep,Uehara,Sales
12284,Hatim,Khasidashvili,Sales
12290,Jeanne,Braccini,Sales
12291,Masamitsu,Koyama,Sales
12294,Arch,Heydon,Sales
12295,Weicheng,Lammel,Sales
12296,Kendra,Garnier,Sales
12297,Yoshimitsu,Krone,Sales
12301,Oksana,Akazan,Sales
12306,Suvo,Menyhert,Sales
12318,Jingling,Vesna,Sales
12321,Heekeun,Schicker,Sales
12325,Alassane,Randt,Sales
12330,Oguz,Eugenio,Sales
12349,Yannik,Denos,Sales
12358,Achilleas,Syrotiuk,Sales
12373,Mooi,Driscoll,Sales
12390,Kwangsub,Kilgour,Sales
12393,Soenke,Uhrig,Sales
12398,Arif,Solovay,Sales
12399,Mihalis,Luga,Sales
12400,Genki,Winter,Sales
12411,Shao,Ibel,Sales
12412,Chaitali,Peres,Sales
12414,Kish,Kruskal,Sales
12415,Uri,Sluis,Sales
12430,Kristine,Feldmann,Sales
12435,Marek,Gadepally,Sales
12438,Yongmao,Mondadori,Sales
12448,Honglan,Salverda,Sales
12454,Kerryn,Farris,Sales
12457,Olivera,Pettis,Sales
12460,Jingling,Gerlach,Sales
12464,Shai,Milicic,Sales
12478,Yahiko,Hopewell,Sales
12491,Cullen,Gruenwald,Sales
12497,Stein,Penz,Sales
12499,Izaskun,Lamba,Sales
12505,Barton,Goldhammer,Sales
12513,Niteen,Vesna,Sales
12521,Geoffry,Ranka,Sales
12523,Tonia,Casley,Sales
12537,Avishai,Gonthier,Sales
12541,Shih,Nanard,Sales
12552,Mechthild,Zongker,Sales
12560,Leszek,Makinen,Sales
12565,Theron,Mullainathan,Sales
12567,Horward,DasSarma,Sales
12575,Sadok,Merel,Sales
12582,Saniya,Herath,Sales
12590,Gita,Rosenbaum,Sales
12591,Georgy,Makrucki,Sales
12593,Lubomir,Melter,Sales
12595,Yaghout,Morrey,Sales
12598,Hatem,Farrow,Sales
12605,Petter,Feldmann,Sales
12612,Chandrasekaran,Thimonier,Sales
12617,Shawna,Rusterholz,Sales
12620,Shahaf,Swick,Sales
12622,Jiafu,Kobara,Sales
12624,Zhongwei,Zykh,Sales
12625,Goo,Basart,Sales
12629,Kensyu,Siksek,Sales
12640,Shigeo,Lindqvist,Sales
12645,Kyoichi,Decaestecker,Sales
12651,Pragnesh,Bael,Sales
12656,Seshu,Morton,Sales
12658,Laurentiu,Farris,Sales
12660,Stamatina,Escriba,Sales
12664,Zhonghua,Parveen,Sales
12673,Jouni,Rajala,Sales
12675,Dekang,Krohm,Sales
12681,Rosalyn,Akaboshi,Sales
12685,Siamak,Openshaw,Sales
12687,Weicheng,Badache,Sales
12690,Valter,Mitchem,Sales
12698,Arunas,Paciorek,Sales
12699,Izaskun,Setia,Sales
12703,Luigi,Brookner,Sales
12704,Gino,Tetzlaff,Sales
12705,Dung,Driscoll,Sales
12707,Gregory,Zastre,Sales
12708,Hatem,Syang,Sales
12716,Angel,Theuretzbacher,Sales
12720,Spyrose,Blokdijk,Sales
12724,Parke,Lammel,Sales
12732,Mara,Takanami,Sales
12742,Supot,Bhattacharjee,Sales
12756,Mohit,Braccini,Sales
12759,LiMin,Kuszyk,Sales
12761,Hitofumi,Schaad,Sales
12766,Shuji,Molberg,Sales
12770,Maik,Benzaken,Sales
12777,Sreenivas,Cichocki,Sales
12781,Bogdan,Belinskaya,Sales
12790,Gunilla,Perl,Sales
12798,Lillian,Beeson,Sales
12800,Tiina,Hettesheimer,Sales
12803,Gad,Boissier,Sales
12805,Naraig,Itschner,Sales
12818,Arunas,Wendorf,Sales
12826,Claude,Mandell,Sales
12834,Tadahiro,Krohm,Sales
12845,Florian,Baar,Sales
12858,Jianwen,Driscoll,Sales
12862,Hidde,Mullainathan,Sales
12870,Elvis,Pfau,Sales
12872,Marl,Schmittgen,Sales
12873,Xiaoshan,Lorie,Sales
12875,Giri,Validov,Sales
12880,Fumiya,Setia,Sales
12881,Huai,Yurek,Sales
12886,Aimee,Liesche,Sales
12890,Neven,Casley,Sales
12893,Licheng,Crouzet,Sales
12894,Heng,Stafford,Sales
12902,Rimli,Perng,Sales
12903,Radhika,Salverda,Sales
12909,Dipankar,Lamba,Sales
12915,Arco,Ligten,Sales
12917,Sergi,Remmele,Sales
12919,Owen,Cooley,Sales
12922,Jacqueline,Porenta,Sales
12931,Spyrose,Hutton,Sales
12943,Kazuhide,Zucker,Sales
12951,Mohammad,Keirsey,Sales
12954,Dinkar,Walston,Sales
12955,Eckart,England,Sales
12962,Paraskevi,Beerel,Sales
12964,Hidefumi,Bennis,Sales
12969,Mohan,Angot,Sales
12974,Gift,Frolund,Sales
12976,Alejandro,Szmurlo,Sales
12985,Yoshimitsu,Hellwagner,Sales
12993,Subhash,Sessa,Sales
12996,Khalil,Madeira,Sales
13007,Yagil,Frolund,Sales
13018,Toshimi,Moehrke,Sales
13028,Mayumi,Siksek,Sales
13033,Satoru,Jansen,Sales
13034,Arunas,Rosen,Sales
13035,Waiman,Isaac,Sales
13036,Idoia,Heystek,Sales
13037,Alagu,Schaad,Sales
13043,Keiichiro,Kobuchi,Sales
13056,Arvind,Zirintsis,Sales
13065,Zine,Schiper,Sales
13073,Utpal,Journel,Sales
13075,Rosella,Morrin,Sales
13081,Mandell,Bahi,Sales
13083,Marek,Wilfing,Sales
13093,Sajjan,Unno,Sales
13112,Hiroyasu,Pouyioutas,Sales
13115,Jianhua,Comellas,Sales
13117,Arve,Masand,Sales
13124,Quingbo,Garnick,Sales
13142,Sanjiv,Kowalchuk,Sales
13146,Haldon,Erie,Sales
13147,Shichao,Ginesta,Sales
13154,Shan,Soicher,Sales
13158,Deborah,Kilgore,Sales
13162,Shaw,Goodrum,Sales
13169,Fun,Hasham,Sales
13172,Mountaz,Whittlesey,Sales
13173,Arve,Horswill,Sales
13176,Pranas,Thiria,Sales
13178,Kankanahalli,Itschner,Sales
13179,Moty,Janocha,Sales
13186,Kyoichi,Barbanera,Sales
13187,Maria,Pusterhofer,Sales
13201,Tomofumi,Ranta,Sales
13205,Maja,Breugel,Sales
13210,Jianhua,Klassen,Sales
13212,Thodoros,Boyle,Sales
13213,Hein,Billawala,Sales
13223,Koldo,Rabejac,Sales
13227,Goncalo,Pell,Sales
13236,Flemming,Axelband,Sales
13238,Ebru,Foote,Sales
13241,Uta,Narahari,Sales
13243,Fay,Huxford,Sales
13246,Adil,Siepmann,Sales
13248,Keiichiro,Guting,Sales
13249,Oldrich,Rissland,Sales
13259,Cheong,Dredge,Sales
13261,Martial,Peternell,Sales
13264,Oguz,Hofting,Sales
13268,Munehiro,Yurov,Sales
13292,Bokyung,Alpin,Sales
13293,Neelam,Yurov,Sales
13303,Koldo,Rissanen,Sales
13305,Bikash,Herath,Sales
13308,Demin,Melter,Sales
13329,Ottavia,Rissland,Sales
13335,Val,Akaboshi,Sales
13345,Hatsukazu,Basart,Sales
13349,Zeydy,Danner,Sales
13367,Xumin,Swiler,Sales
13372,Valeri,Staudhammer,Sales
13384,Nectarios,Ghemri,Sales
13387,Froduald,Tzvieli,Sales
13392,Fumitake,Beidas,Sales
13403,Toney,Diderrich,Sales
13404,Luerbio,Halevi,Sales
13405,Randy,Baba,Sales
13410,Tremaine,Rebaine,Sales
13413,Sanjit,Iivonen,Sales
13414,Nevio,Hofstetter,Sales
13417,Dipayan,Condotta,Sales
13419,Bouchung,Leivant,Sales
13423,Giri,Chartres,Sales
13427,Sreekrishna,Narwekar,Sales
13428,Sanjai,Kalloufi,Sales
13431,Danco,Sidje,Sales
13432,Masadi,Armand,Sales
13436,Mana,Picaronny,Sales
13447,Yucel,Lortz,Sales
13449,Subhada,Coorg,Sales
13466,LiMin,Yoshizawa,Sales
13475,Kamakshi,Piancastelli,Sales
13477,Reuven,Karlin,Sales
13479,Youjian,Besselaar,Sales
13489,Fumino,Itschner,Sales
13491,Xiaocheng,Halevi,Sales
13496,Dipankar,Lortz,Sales
13498,Mohammad,Delaune,Sales
13501,Caolyn,Peek,Sales
13503,Renee,Milicia,Sales
13513,Atilio,Kitsuregawa,Sales
13515,Sachin,Kisuki,Sales
13519,Kristin,Cardazo,Sales
13524,Chaoyi,Porotnikoff,Sales
13528,Fumitaka,Liesche,Sales
13529,Toshimori,Matzen,Sales
13540,Cordelia,Krohn,Sales
13542,Fun,Budinsky,Sales
13543,Tua,Garigliano,Sales
13544,Beshir,Sullins,Sales
13551,Shuichi,Ducloy,Sales
13553,Masato,Cusworth,Sales
13555,Lijia,Matteis,Sales
13559,Etsuo,Yurek,Sales
13564,Jongsuk,Manderick,Sales
13577,Tianruo,Penttonen,Sales
13588,Xuejia,Dahlbom,Sales
13599,Gor,Versino,Sales
13602,Kirk,Bazelow,Sales
13604,Tzu,Stille,Sales
13605,Dmitry,Encarnacion,Sales
13606,Tuval,Feldmann,Sales
13607,Khedija,Rusmann,Sales
13608,Charmane,Ducloy,Sales
13618,Xiaoqiang,Ferretti,Sales
13622,Tamiya,Juneja,Sales
13632,Teiji,Brattka,Sales
13650,Shaowei,Chepyzhov,Sales
13656,Oldrich,Ferretti,Sales
13660,Ziya,McConalogue,Sales
13661,Marsal,Kobara,Sales
13672,Tremaine,Desikan,Sales
13676,Gadiel,Avouris,Sales
13680,Denny,Speer,Sales
13684,Elvia,Christ,Sales
13690,Constantino,Osgood,Sales
13691,Sandeepan,Schnelling,Sales
13692,Yongdong,Kisuki,Sales
13700,Mingdong,Weedon,Sales
13709,Mamdouh,Brendel,Sales
13715,Licheng,Range,Sales
13718,Lein,Gronowski,Sales
13720,Rildo,Braccini,Sales
13721,Sugwoo,Delgrossi,Sales
13723,Magy,Schnelling,Sales
13736,Pranas,Albarhamtoshy,Sales
13747,Masaru,Capobianchi,Sales
13752,Kwangho,Otillio,Sales
13754,Jongsuk,Bahr,Sales
13758,Subhrajyoti,Sidou,Sales
13762,Fumino,Choobineh,Sales
13763,Etsuo,Tsukune,Sales
13764,Demin,Usery,Sales
13769,Yakichi,Trogemann,Sales
13770,Eirik,Koyama,Sales
13775,Arve,Maierhofer,Sales
13784,Surveyors,Ranst,Sales
13785,Shietung,Legleitner,Sales
13786,Takushi,Berendt,Sales
13790,Hongzue,DiGiano,Sales
13801,Shih,Mayerwieser,Sales
13805,Barry,Veldwijk,Sales
13808,Becky,Stentiford,Sales
13812,Fumiko,Sury,Sales
13836,Taiji,Przulj,Sales
13845,Alejandro,Ritcey,Sales
13848,Jianhao,Wallrath,Sales
13856,Xiping,Conta,Sales
13863,Reinhard,Baig,Sales
13865,Junsik,Peir,Sales
13866,Macha,Fargier,Sales
13871,Anoosh,Plavsic,Sales
13878,Shigeaki,Eiron,Sales
13891,Mokhtar,Parascandalo,Sales
13898,Oguz,Hiroyama,Sales
13902,Greger,Kilgore,Sales
13909,Szabolcs,Leslie,Sales
13916,Vidya,Wynblatt,Sales
13928,Mahmut,Nitta,Sales
13930,Sukumar,Chartres,Sales
13941,IEEE,Schapire,Sales
13943,Maya,Plump,Sales
13947,Gal,Nishimukai,Sales
13949,Fai,Perna,Sales
13951,Mooi,Genther,Sales
13975,Jamaludin,Peternell,Sales
13978,Mayuko,Bardell,Sales
13983,Sarita,Siepmann,Sales
13986,Geraldo,Ramsey,Sales
13993,Troy,Marciano,Sales
13994,Tesuro,Remmele,Sales
14000,Falguni,Engberts,Sales
14009,Snehasis,Greibach,Sales
14025,Stevo,Takanami,Sales
14028,Itzchak,Sury,Sales
14036,Bogdan,Schaad,Sales
14050,Duangkaew,Botman,Sales
14054,Babette,Borstler,Sales
14065,Bikash,Stanger,Sales
14066,Gennadi,Marrakchi,Sales
14071,Tristan,Manderick,Sales
14081,Alain,Fontet,Sales
14082,Siddarth,Krychniak,Sales
14086,Willard,Syrotiuk,Sales
14095,Tonia,Underwood,Sales
14105,Ramachenga,Orlowski,Sales
14108,Shmuel,Khasidashvili,Sales
14119,Katsuo,Georgakopoulos,Sales
14122,Masato,Erde,Sales
14125,Taisook,Ertl,Sales
14142,Macha,Beausoleil,Sales
14156,Emdad,Kading,Sales
14158,Caolyn,Setiz,Sales
14160,Shaowen,Hofting,Sales
14172,Vasilis,Nitsch,Sales
14176,Seshu,Thiran,Sales
14179,Sverrir,Emiris,Sales
14181,Persi,Gecsel,Sales
14182,Abdulla,Encarnacion,Sales
14184,Nalini,Barvinok,Sales
14187,Susuma,Peot,Sales
14189,Nahla,Tsukuda,Sales
14197,Adin,Chachaty,Sales
14200,Masali,Sankaranarayanan,Sales
14221,Zhiwei,Maginnis,Sales
14238,Barton,Puoti,Sales
14241,Zhonghui,Ranze,Sales
14252,Weiyi,Fargier,Sales
14264,Marco,Dulin,Sales
14273,Atreye,Benveniste,Sales
14275,Tristan,Aseltine,Sales
14278,Kazuhiro,Schapiro,Sales
14282,Claudi,Aumann,Sales
14310,Marlo,Leuchs,Sales
14315,Baocai,Standera,Sales
14325,Qingxiang,Lampe,Sales
14343,Pranav,Rotem,Sales
14354,Mong,Bojadziev,Sales
14357,Maria,Siegrist,Sales
14359,Henk,Leslie,Sales
14364,Remzi,Lund,Sales
14366,Gererd,Laventhal,Sales
14373,Khosrow,Perry,Sales
14375,Tokuyasu,Eickenmeyer,Sales
14381,Danco,Weedon,Sales
14382,Zhigen,Sichman,Sales
14387,Guozhong,Sanella,Sales
